Source / Medium,date_launched,date_ended,Users,New Users,Sessions,Bounce Rate,Pageviews,Avg. Session Duration,Conversion Rate (%),Transactions,Quantity Sold,Revenue,Month,WeekDayName,Year
Direct,2019-10-31,5/22/2020,192526,140019,266425,41.24,344469,190,6.19,1566,1028,216908,October,Thursday,2019
Referral,2020-03-18,10/25/2020,64871,43247,85839,55.67,121388,147,5.15,381,242,51304,March,Wednesday,2020
Referral,2019-08-03,1/27/2020,80339,57617,108742,60.82,139497,86,5.15,426,361,115520,August,Saturday,2019
Affiliates,2019-05-14,12/20/2019,176544,135529,240742,72.16,299104,86,7.22,670,413,76818,May,Tuesday,2019
Paid Search,2020-08-25,3/7/2021,178431,136977,254129,68.04,331138,121,4.12,812,738,272322,August,Tuesday,2020
Referral,2019-01-12,7/16/2019,36643,28500,45896,57.73,56095,164,3.09,194,167,45424,January,Saturday,2019
Affiliates,2020-08-28,3/1/2021,56070,40212,74194,62.89,104921,78,9.28,275,250,52500,August,Friday,2020
Display,2019-01-29,9/2/2019,179978,139983,259968,65.98,372883,60,6.19,884,545,196745,January,Tuesday,2019
Paid Search,2019-11-08,6/5/2020,185298,134762,267653,45.36,348760,130,4.12,1462,1152,173952,November,Friday,2019
Affiliates,2019-12-30,7/20/2020,142500,109394,187121,62.89,230594,216,5.15,694,463,132881,December,Monday,2019
Social,2020-07-31,2/1/2021,176334,121118,231550,68.04,292361,112,12.37,740,561,37587,July,Friday,2020
Paid Search,2020-05-20,11/11/2020,196116,144611,265450,53.61,329802,86,2.06,1231,833,214081,May,Wednesday,2020
Affiliates,2019-02-17,8/8/2019,88410,59833,122345,49.48,175485,86,10.31,618,462,145992,February,Sunday,2019
Organic,2019-04-25,11/12/2019,169747,118309,238332,73.2,334628,259,10.31,639,432,154224,April,Thursday,2019
Display,2020-01-26,8/19/2020,168302,124101,232903,63.92,301127,69,2.06,840,755,221970,January,Sunday,2020
Email,2020-11-01,,140926,96798,187901,59.79,260025,173,12.37,756,550,174350,November,Sunday,2020
Email,2020-10-23,5/25/2021,65087,45364,80866,59.79,109455,216,9.28,325,223,49060,October,Friday,2020
Affiliates,2019-10-02,4/26/2020,64785,45808,88998,51.55,110573,225,3.09,431,292,28032,October,Wednesday,2019
Referral,2020-11-27,,59062,43551,75766,61.86,96429,78,3.09,289,210,64050,November,Friday,2020
Organic,2019-01-01,6/29/2019,28159,19910,36123,53.61,45245,138,9.28,168,149,50213,January,Tuesday,2019
Paid Search,2020-06-16,12/18/2020,171181,129683,228241,59.79,304321,233,12.37,918,658,76986,June,Tuesday,2020
Referral,2019-08-15,3/13/2020,23094,17495,29626,49.48,36808,225,4.12,150,100,43000,August,Thursday,2019
Email,2019-09-28,3/28/2020,13669,9527,18778,49.48,26934,259,3.09,95,70,28840,September,Saturday,2019
Social,2020-08-04,2/19/2021,162329,116418,219718,67.01,290738,173,7.22,725,542,155012,August,Tuesday,2020
Affiliates,2019-06-22,1/19/2020,78988,57446,103722,72.16,140391,190,4.12,289,225,78075,June,Saturday,2019
Email,2019-10-26,4/11/2020,106121,81467,140423,58.76,177302,52,8.25,579,450,192600,October,Saturday,2019
Affiliates,2020-10-17,4/8/2021,131957,98635,167945,46.39,232409,121,2.06,900,618,251526,October,Saturday,2020
Social,2019-01-19,7/28/2019,37499,26893,53786,43.3,72258,147,12.37,305,243,109350,January,Saturday,2019
Affiliates,2020-04-08,10/10/2020,38262,28600,48697,55.67,63454,225,2.06,216,188,8460,April,Wednesday,2020
Email,2019-11-16,6/23/2020,43702,30900,60477,69.07,81247,199,6.19,187,170,35530,November,Saturday,2019
Paid Search,2019-08-02,2/28/2020,18721,12481,23827,53.61,34417,60,5.15,111,92,4968,August,Friday,2019
Paid Search,2020-02-03,7/23/2020,85531,59613,114905,71.13,142761,259,11.34,332,255,92310,February,Monday,2020
Display,2019-06-05,12/23/2019,67616,52590,86740,43.3,124415,164,8.25,492,313,39438,June,Wednesday,2019
Display,2019-10-30,5/15/2020,77675,56491,97290,52.58,132668,121,6.19,461,284,47428,October,Wednesday,2019
Social,2020-02-15,9/4/2020,62112,41408,88463,55.67,120631,233,2.06,392,333,129537,February,Saturday,2020
Organic,2020-02-26,9/11/2020,174831,127150,222512,52.58,305673,104,9.28,1055,810,231660,February,Wednesday,2020
Referral,2019-07-15,1/31/2020,77277,51518,102255,52.58,140472,277,9.28,485,436,113360,July,Monday,2019
Email,2019-08-02,2/19/2020,111836,77946,138948,72.16,188071,207,7.22,387,289,66759,August,Friday,2019
Paid Search,2020-11-15,5/28/2021,71184,53208,98507,55.67,123383,181,7.22,437,397,141729,November,Sunday,2020
Affiliates,2020-03-17,10/26/2020,190732,129081,233117,71.13,313177,173,10.31,673,557,164872,March,Tuesday,2020
Affiliates,2019-09-01,2/15/2020,15689,10618,22345,59.79,28439,60,12.37,90,63,10395,September,Sunday,2019
Direct,2020-01-03,7/28/2020,151078,112927,216698,42.27,310819,268,1.03,1251,1011,148617,January,Friday,2020
Paid Search,2019-01-03,6/20/2019,174486,118086,229123,43.3,280039,156,1.03,1299,1128,57528,January,Thursday,2019
Direct,2020-08-11,1/28/2021,148473,100482,181467,74.23,258453,259,8.25,468,298,133206,August,Tuesday,2020
Referral,2020-12-07,,111777,76776,149036,63.92,204736,251,12.37,538,462,167244,December,Monday,2020
Referral,2019-09-27,3/23/2020,139040,95502,179769,53.61,257850,242,11.34,834,708,307980,September,Friday,2019
Email,2020-10-26,5/13/2021,43381,33741,60909,46.39,78751,104,12.37,327,201,60702,October,Monday,2020
Organic,2019-10-07,4/2/2020,96080,71817,128107,62.89,170809,112,9.28,475,403,115258,October,Monday,2019
Paid Search,2019-03-04,10/9/2019,111079,80785,151471,62.89,217261,147,9.28,562,375,72375,March,Monday,2019
Direct,2020-07-27,2/16/2021,46912,33170,64919,68.04,85903,277,2.06,207,130,41340,July,Monday,2020
Referral,2019-05-11,12/5/2019,122200,86404,150590,69.07,212956,95,7.22,466,395,173800,May,Saturday,2019
Email,2020-02-06,8/19/2020,30203,21356,39966,42.27,56921,86,11.34,231,140,12880,February,Thursday,2020
Affiliates,2019-10-13,5/21/2020,86,6,248,46.77,449,72,0.0,0,0,0,October,Sunday,2019
Display,2020-02-23,8/6/2020,125858,91533,156369,43.3,213230,190,6.19,887,744,151776,February,Sunday,2020
Display,2019-09-25,3/13/2020,86215,63573,116695,59.79,143806,268,11.34,469,388,46172,September,Wednesday,2019
Paid Search,2020-08-26,3/8/2021,170383,120473,234061,43.3,330995,156,11.34,1327,978,60636,August,Wednesday,2020
Direct,2020-12-29,,25966,18360,36457,46.39,44559,173,3.09,195,138,58236,December,Tuesday,2020
Referral,2019-10-24,5/11/2020,96413,71092,134394,58.76,164259,233,4.12,554,492,98400,October,Thursday,2019
Paid Search,2020-08-21,3/15/2021,135638,102756,187701,48.45,255956,121,12.37,968,821,252868,August,Friday,2020
Paid Search,2020-05-23,12/2/2020,122647,86720,162290,59.79,209829,78,6.19,653,449,68248,May,Saturday,2020
Referral,2019-03-29,11/4/2019,180221,138351,258499,69.07,355110,52,7.22,800,695,60465,March,Friday,2019
Paid Search,2020-05-17,11/3/2020,20293,15578,27672,57.73,38573,52,2.06,117,76,21888,May,Sunday,2020
Paid Search,2020-03-18,10/6/2020,2291,1574,2823,64.95,3564,147,3.09,10,8,1624,March,Wednesday,2020
Referral,2020-09-14,4/17/2021,24003,18427,30307,52.58,40409,112,5.15,144,129,21285,September,Monday,2020
Email,2019-08-08,3/6/2020,139727,100208,201828,44.33,285413,259,8.25,1124,738,288558,August,Thursday,2019
Social,2019-12-01,5/27/2020,6949,5124,9967,62.89,14397,173,12.37,37,26,5694,December,Sunday,2019
Referral,2020-12-20,,165629,112092,207455,65.98,297562,225,8.25,706,578,168198,December,Sunday,2020
Paid Search,2020-06-26,2/6/2021,1049,816,1282,59.79,1709,86,1.03,5,4,384,June,Friday,2020
Email,2020-02-11,8/26/2020,53253,40343,66701,43.3,90956,181,6.19,378,229,93661,February,Tuesday,2020
Referral,2020-07-30,2/2/2021,157712,108327,200724,54.64,285880,86,4.12,910,671,289201,July,Thursday,2020
Email,2020-12-20,,187587,126953,248221,65.98,340990,60,9.28,844,571,239249,December,Sunday,2020
Organic,2019-03-03,9/18/2019,130032,86688,169436,72.16,236184,69,8.25,472,305,54290,March,Sunday,2019
Social,2019-10-31,4/25/2020,5957,4332,7943,63.92,10270,121,7.22,29,26,11726,October,Thursday,2019
Display,2020-01-25,8/10/2020,96515,69218,136486,42.27,172331,173,8.25,788,541,41657,January,Saturday,2020
Social,2019-11-21,5/9/2020,18658,14135,25066,57.73,35953,164,7.22,106,95,34580,November,Thursday,2019
Email,2019-09-12,4/15/2020,65701,46455,87601,68.04,109722,121,12.37,280,206,21218,September,Thursday,2019
Organic,2019-07-13,1/2/2020,45593,30856,56185,52.58,76616,112,5.15,266,180,8820,July,Saturday,2019
Direct,2019-11-20,5/15/2020,11656,8359,15070,58.76,21159,216,5.15,62,55,4785,November,Wednesday,2019
Referral,2020-06-21,1/17/2021,1202,850,1615,45.36,2072,242,10.31,9,6,942,June,Sunday,2020
Paid Search,2019-09-20,4/9/2020,48330,33685,67857,68.04,90476,259,4.12,217,189,69363,September,Friday,2019
Direct,2019-10-15,4/14/2020,80422,55239,116165,61.86,153713,181,7.22,443,403,178126,October,Tuesday,2019
Organic,2019-12-18,6/18/2020,102600,68400,133691,60.82,183656,52,1.03,524,376,151904,December,Wednesday,2019
Affiliates,2020-07-15,2/21/2021,68178,46829,84706,46.39,115508,60,1.03,454,399,165585,July,Wednesday,2020
Affiliates,2019-04-06,11/15/2019,79861,58081,98415,45.36,124261,69,9.28,538,418,38038,April,Saturday,2019
Social,2020-07-08,2/1/2021,127690,94155,167674,65.98,215097,225,10.31,570,443,188275,July,Wednesday,2020
Social,2019-04-20,10/15/2019,104014,72495,137635,47.42,176562,233,11.34,724,629,191845,April,Saturday,2019
Paid Search,2019-09-15,2/27/2020,8337,6147,10527,64.95,14461,69,10.31,37,33,6633,September,Sunday,2019
Social,2019-11-16,5/9/2020,176686,124929,230227,45.36,295342,130,5.15,1258,826,233758,November,Saturday,2019
Paid Search,2019-01-25,8/21/2019,78158,60790,99474,52.58,131627,121,1.03,472,367,88814,January,Friday,2019
Direct,2020-12-22,,72006,48731,94553,51.55,123205,216,8.25,458,389,109698,December,Tuesday,2020
Paid Search,2019-11-13,6/23/2020,137032,105196,185478,47.42,236063,268,7.22,975,788,260828,November,Wednesday,2019
Referral,2019-08-03,1/19/2020,56672,42361,76135,68.04,105359,216,5.15,243,218,86982,August,Saturday,2019
Email,2020-11-13,,54491,38529,75407,68.04,95973,104,7.22,241,168,8232,November,Friday,2020
Email,2019-09-18,3/20/2020,87932,60398,126125,58.76,163071,121,6.19,520,362,18100,September,Wednesday,2019
Display,2019-09-28,5/10/2020,108414,72276,154408,41.24,190281,60,2.06,907,696,278400,September,Saturday,2019
Email,2020-12-11,,166977,119751,207456,56.7,255653,207,7.22,898,662,124456,December,Friday,2020
Email,2019-10-03,5/14/2020,977,754,1082,5.55,2142,107,0.18,2,2,340,October,Thursday,2019
Direct,2019-04-27,10/16/2019,72247,51084,93410,48.45,131151,78,12.37,482,360,133920,April,Saturday,2019
Organic,2019-08-17,3/10/2020,188351,133177,235914,50.52,295488,78,12.37,1167,990,385110,August,Saturday,2019
Affiliates,2020-04-16,10/5/2020,113024,79916,162115,45.36,227616,138,1.03,886,582,187404,April,Thursday,2020
Organic,2019-01-15,7/4/2019,148417,107940,193392,59.79,263716,216,1.03,778,629,213231,January,Tuesday,2019
Affiliates,2020-10-12,4/20/2021,130629,95003,175491,63.92,223352,242,7.22,633,499,26946,October,Monday,2020
Paid Search,2020-11-27,,180829,124206,244758,60.82,331289,86,1.03,959,630,226170,November,Friday,2020
Display,2020-03-01,9/24/2020,128967,89886,157626,42.27,197431,242,1.03,910,735,81585,March,Sunday,2020
Organic,2020-04-05,9/19/2020,40867,31373,59030,62.89,85266,190,9.28,219,144,46224,April,Sunday,2020
Organic,2020-10-15,4/10/2021,37382,27942,47955,68.04,62971,95,1.03,153,124,21328,October,Thursday,2020
Social,2019-07-09,1/23/2020,44412,33197,61908,44.33,77541,277,2.06,345,272,108800,July,Tuesday,2019
Display,2020-12-06,,173743,129869,240432,47.42,344862,190,4.12,1264,894,151980,December,Sunday,2020
Paid Search,2019-11-02,4/18/2020,140879,106727,202069,71.13,287795,112,3.09,583,418,54340,November,Saturday,2019
Affiliates,2020-10-01,5/7/2021,13253,8835,16466,64.95,23452,130,6.19,58,49,3577,October,Thursday,2020
Email,2019-03-14,10/24/2019,22556,16177,32125,54.64,42509,259,9.28,146,122,29524,March,Thursday,2019
Email,2020-06-21,1/24/2021,78839,57337,108304,56.7,133466,190,3.09,469,384,110976,June,Sunday,2020
Social,2020-12-18,,193943,144967,262509,56.7,328799,242,1.03,1137,988,136344,December,Friday,2020
Paid Search,2020-03-10,10/9/2020,19268,13818,27248,74.23,33854,95,6.19,70,53,7473,March,Tuesday,2020
Affiliates,2019-12-12,7/5/2020,91031,62526,112180,45.36,159772,138,6.19,613,452,72320,December,Thursday,2019
Direct,2020-06-16,1/7/2021,58383,41281,84331,47.42,115849,181,3.09,443,318,89994,June,Tuesday,2020
Social,2019-02-09,9/12/2019,107480,75996,132450,44.33,163221,242,12.37,737,484,27104,February,Saturday,2019
Organic,2020-09-29,4/20/2021,64417,50102,83287,62.89,105160,207,12.37,309,212,50880,September,Tuesday,2020
Direct,2019-09-16,4/28/2020,134796,98033,190621,62.89,275341,181,10.31,707,586,68562,September,Monday,2019
Social,2019-01-26,8/7/2019,66187,45462,92261,49.48,117423,190,8.25,466,315,70875,January,Saturday,2019
Social,2020-06-30,2/2/2021,88553,59035,123438,60.82,155856,78,7.22,484,372,128340,June,Tuesday,2020
Direct,2020-02-06,8/24/2020,160946,121929,216220,72.16,290477,251,8.25,602,462,161700,February,Thursday,2020
Affiliates,2020-04-11,11/19/2020,162498,124746,203533,58.76,285769,95,1.03,839,746,323764,April,Saturday,2020
Referral,2020-09-10,3/6/2021,56248,42044,74429,57.73,100742,277,11.34,315,229,81066,September,Thursday,2020
Social,2019-03-08,9/8/2019,98933,73950,123916,69.07,161466,216,12.37,383,248,80352,March,Friday,2019
Social,2019-10-12,4/15/2020,105781,80137,152795,68.04,206813,251,8.25,488,311,25813,October,Saturday,2019
Paid Search,2019-11-28,6/18/2020,198809,138564,261062,55.67,337535,78,1.03,1157,958,284526,November,Thursday,2019
Organic,2020-01-10,6/25/2020,47262,35805,61106,44.33,79623,69,8.25,340,254,26416,January,Friday,2020
Social,2020-09-25,3/20/2021,8545,5783,11652,73.2,15183,164,12.37,31,25,9625,September,Friday,2020
Social,2020-01-03,7/9/2020,122662,85492,149920,46.39,198379,138,11.34,804,715,141570,January,Friday,2020
Affiliates,2019-10-28,5/9/2020,27081,19148,34740,50.52,42811,60,10.31,172,104,21320,October,Monday,2019
Affiliates,2019-10-26,4/20/2020,169230,124786,210255,46.39,290959,199,10.31,1127,968,48400,October,Saturday,2019
Direct,2019-05-10,11/6/2019,151632,110278,196049,47.42,247537,86,2.06,1031,719,260997,May,Friday,2019
Display,2020-01-31,7/30/2020,57099,40373,76132,67.01,98433,147,11.34,251,162,19602,January,Friday,2020
Direct,2019-08-21,2/14/2020,102746,76800,129730,61.86,174284,199,4.12,495,315,45675,August,Wednesday,2019
Direct,2020-06-12,1/9/2021,133028,103466,189464,56.7,237308,78,5.15,820,671,58377,June,Friday,2020
Affiliates,2020-07-11,1/19/2021,103862,74487,147925,54.64,182291,112,6.19,671,515,88580,July,Saturday,2020
Referral,2019-09-29,4/22/2020,160841,110477,207956,61.86,258370,121,7.22,793,681,111684,September,Sunday,2019
Paid Search,2019-07-08,2/4/2020,102821,76856,148519,41.24,183023,69,8.25,873,556,165132,July,Monday,2019
Email,2020-11-09,5/19/2021,94810,68953,128329,42.27,167217,242,4.12,741,591,27186,November,Monday,2020
Organic,2019-11-29,6/1/2020,110321,83577,141523,55.67,181550,164,10.31,627,380,163780,November,Friday,2019
Display,2019-06-11,12/4/2019,170434,129117,225524,69.07,314367,173,1.03,698,486,133650,June,Tuesday,2019
Social,2019-05-27,1/6/2020,123085,92003,164113,50.52,213844,173,6.19,812,582,109998,May,Monday,2019
Direct,2020-02-18,8/13/2020,142895,98150,196300,49.48,273630,130,4.12,992,842,257652,February,Tuesday,2020
Email,2020-01-20,8/12/2020,59344,44958,79125,42.27,109496,164,1.03,457,402,103716,January,Monday,2020
Direct,2020-01-16,7/1/2020,4939,3841,6037,68.04,8415,78,10.31,19,16,3648,January,Thursday,2020
Referral,2020-05-21,11/12/2020,61440,42201,78196,65.98,96363,156,9.28,266,161,22057,May,Thursday,2020
Organic,2020-04-20,10/31/2020,75614,53464,92417,57.73,115755,78,10.31,391,332,72044,April,Monday,2020
Direct,2020-10-04,5/5/2021,132891,102017,169134,61.86,234054,225,9.28,645,397,134980,October,Sunday,2020
Display,2019-08-14,3/5/2020,101248,67499,138065,65.98,177114,242,4.12,470,309,113094,August,Wednesday,2019
Email,2019-11-20,6/21/2020,101231,71577,134975,69.07,186784,199,9.28,417,274,45484,November,Wednesday,2019
Affiliates,2019-09-18,3/13/2020,9278,6935,11996,57.73,15146,268,8.25,51,31,13764,September,Wednesday,2019
Email,2020-10-04,3/31/2021,78973,54244,107690,48.45,146850,233,12.37,555,454,154360,October,Sunday,2020
Referral,2019-05-03,11/18/2019,30354,22689,38939,72.16,51919,277,1.03,108,65,19240,May,Friday,2019
Direct,2019-10-17,4/8/2020,156711,112389,212114,71.13,284961,156,10.31,612,482,81458,October,Thursday,2019
Organic,2020-10-26,5/23/2021,179681,123417,221425,58.76,295233,259,12.37,913,609,235074,October,Monday,2020
Social,2020-04-28,11/16/2020,118253,88391,150504,56.7,185470,173,6.19,652,474,125610,April,Tuesday,2020
Display,2019-04-28,11/22/2019,97013,68595,133270,46.39,184424,233,6.19,714,433,121240,April,Sunday,2019
Email,2020-08-11,2/14/2021,193074,130666,263283,60.82,353703,78,10.31,1032,886,83284,August,Tuesday,2020
Direct,2019-02-27,9/19/2019,128369,95953,173752,59.79,243955,112,3.09,699,544,224672,February,Wednesday,2019
Affiliates,2019-07-22,1/30/2020,141061,99740,192356,42.27,246760,190,3.09,1110,875,43750,July,Monday,2019
Referral,2020-04-18,10/7/2020,8078,7512,10890,59.39,37074,160,0.57,62,120,8954,April,Saturday,2020
Direct,2020-01-13,7/19/2020,195421,142124,282275,42.27,382069,277,11.34,1630,1169,211589,January,Monday,2020
Email,2020-12-03,,69141,53776,84506,62.89,103285,242,5.15,314,203,64554,December,Thursday,2020
Display,2020-01-07,7/10/2020,166134,110756,226546,69.07,306638,164,11.34,701,623,28658,January,Tuesday,2020
Affiliates,2019-01-03,8/8/2019,149545,111781,197883,61.86,255849,95,1.03,755,480,65280,January,Thursday,2019
Affiliates,2019-01-12,8/16/2019,187863,130935,248586,49.48,326426,130,12.37,1256,926,407440,January,Saturday,2019
Display,2020-08-10,2/27/2021,25753,18209,33297,60.82,44732,259,2.06,130,110,12210,August,Monday,2020
Paid Search,2019-10-11,4/30/2020,67012,50767,84611,62.89,105123,216,7.22,314,282,76704,October,Friday,2019
Affiliates,2019-11-06,4/24/2020,157197,107974,204832,44.33,279316,216,11.34,1140,933,231384,November,Wednesday,2019
Paid Search,2020-10-02,5/10/2021,149035,111400,191186,42.27,237534,156,10.31,1104,814,166056,October,Friday,2020
Paid Search,2020-03-13,10/9/2020,163853,110890,216816,63.92,267187,181,7.22,782,506,146234,March,Friday,2020
Paid Search,2020-07-26,2/7/2021,180802,129666,259332,57.73,324820,86,3.09,1096,875,213500,July,Sunday,2020
Display,2019-05-30,1/9/2020,106076,78218,140363,52.58,174390,104,8.25,666,404,59388,May,Thursday,2019
Organic,2020-11-14,5/13/2021,75624,57291,93193,68.04,117668,121,8.25,298,256,41728,November,Saturday,2020
Referral,2020-06-28,12/27/2020,51130,39768,70239,48.45,88686,121,9.28,362,256,94208,June,Sunday,2020
Display,2019-10-09,4/26/2020,150125,100083,194101,72.16,264683,78,6.19,540,376,22560,October,Wednesday,2019
Paid Search,2019-10-30,4/25/2020,145939,107612,196059,51.55,245569,86,5.15,950,710,97270,October,Wednesday,2019
Display,2020-07-01,12/24/2020,5447,3796,7813,60.82,10417,181,11.34,31,28,3612,July,Wednesday,2020
Email,2019-06-18,12/4/2019,178043,127687,231995,62.89,297610,251,12.37,861,757,60560,June,Tuesday,2019
Social,2019-02-14,9/16/2019,55475,40345,80131,73.2,106032,277,9.28,215,130,25610,February,Thursday,2019
Paid Search,2020-11-16,5/25/2021,81634,56072,106372,60.82,149351,130,11.34,417,358,139978,November,Monday,2020
Referral,2020-03-09,10/15/2020,26550,20114,32986,71.13,41649,130,9.28,95,58,17400,March,Monday,2020
